id,category,prompt,expected_need,citation_known,text_needed,search_needed,case_law_needed,historical_needed,normattiva_score,normattiva_verdict,gestiolex_score,gestiolex_verdict,winner,normattiva_strengths,normattiva_weaknesses,gestiolex_strengths,gestiolex_weaknesses
127,exploratory_norm,Mi serve la base normativa su usucapione beni immobili,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
128,exploratory_norm,Mi serve la base normativa su patto di non concorrenza,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
129,exploratory_norm,Mi serve la base normativa su licenziamento giusta causa contestazione,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
130,exploratory_norm,Mi serve la base normativa su ferie non godute monetizzazione,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
131,exploratory_norm,Mi serve la base normativa su separazione addebito,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
132,exploratory_norm,Mi serve la base normativa su affidamento condiviso minore,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
133,exploratory_norm,Mi serve la base normativa su privacy videosorveglianza lavoro,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
134,exploratory_norm,Mi serve la base normativa su decreto ingiuntivo opposizione termini,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
135,exploratory_norm,Mi serve la base normativa su appalto pubblico esclusione concorrente,statutory_search,False,False,True,False,False,0,weak,3,partial,gestiolex,,non fa ricerca semantica,ricerca normativa/semantica,ranking cerca_norma talvolta rumoroso
136,case_law,Cerca massime e orientamenti su notifica cartella pec indirizzo non registrato,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
137,case_law,Cerca massime e orientamenti su licenziamento giusta causa social network,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
138,case_law,Cerca massime e orientamenti su mobbing demansionamento prova presuntiva,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
139,case_law,Cerca massime e orientamenti su assegno divorzile autosufficienza economica,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
140,case_law,Cerca massime e orientamenti su usucapione compossesso tra coeredi,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
141,case_law,Cerca massime e orientamenti su condominio infiltrazioni lastrico ripartizione,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
142,case_law,Cerca massime e orientamenti su diffamazione online danno reputazionale prova,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
143,case_law,Cerca massime e orientamenti su opposizione decreto ingiuntivo provvisoria esecuzione,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
144,case_law,Cerca massime e orientamenti su notifica sentenza domicilio digitale domicilio eletto,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
145,case_law,Cerca massime e orientamenti su responsabilita ex art 2087 burnout,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
146,case_law,Cerca massime e orientamenti su patto di prova mansioni generiche,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
147,case_law,Cerca massime e orientamenti su videosorveglianza dipendenti utilizzabilita disciplinare,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
148,case_law,Cerca massime e orientamenti su responsabilita medica consenso informato omissione,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
149,case_law,Cerca massime e orientamenti su bigenitorialita trasferimento minore,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
150,case_law,Cerca massime e orientamenti su cartella esattoriale decadenza termini,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
151,case_law,Cerca massime e orientamenti su notifica cartella pec indirizzo non registrato,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
152,case_law,Cerca massime e orientamenti su licenziamento giusta causa social network,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
153,case_law,Cerca massime e orientamenti su mobbing demansionamento prova presuntiva,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
154,case_law,Cerca massime e orientamenti su assegno divorzile autosufficienza economica,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
155,case_law,Cerca massime e orientamenti su usucapione compossesso tra coeredi,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
156,case_law,Cerca massime e orientamenti su condominio infiltrazioni lastrico ripartizione,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
157,case_law,Cerca massime e orientamenti su diffamazione online danno reputazionale prova,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
158,case_law,Cerca massime e orientamenti su opposizione decreto ingiuntivo provvisoria esecuzione,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
159,case_law,Cerca massime e orientamenti su notifica sentenza domicilio digitale domicilio eletto,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
160,case_law,Cerca massime e orientamenti su responsabilita ex art 2087 burnout,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
161,case_law,Cerca massime e orientamenti su patto di prova mansioni generiche,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
162,case_law,Cerca massime e orientamenti su videosorveglianza dipendenti utilizzabilita disciplinare,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
163,case_law,Cerca massime e orientamenti su responsabilita medica consenso informato omissione,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
164,case_law,Cerca massime e orientamenti su bigenitorialita trasferimento minore,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
165,case_law,Cerca massime e orientamenti su cartella esattoriale decadenza termini,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
166,case_law,Cerca massime e orientamenti su notifica cartella pec indirizzo non registrato,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
167,case_law,Cerca massime e orientamenti su licenziamento giusta causa social network,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
168,case_law,Cerca massime e orientamenti su mobbing demansionamento prova presuntiva,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
169,case_law,Cerca massime e orientamenti su assegno divorzile autosufficienza economica,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
170,case_law,Cerca massime e orientamenti su usucapione compossesso tra coeredi,case_law_search,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
171,historical_version,Mi serve art. 42 l.fall. testo ante 15 luglio 2022,historical_norm,True,False,False,False,True,5,strong,0,weak,normattiva,link Normattiva deterministico; supporto multivigenza !vig,,"puo verificare o recuperare fonte, ma meno deterministico",multivigenza non esplicita; meglio Normattiva per testo storico
172,historical_version,Mi serve art. 18 L. 300/1970 prima del Jobs Act,historical_norm,True,False,False,False,True,5,strong,0,weak,normattiva,link Normattiva deterministico; supporto multivigenza !vig,,"puo verificare o recuperare fonte, ma meno deterministico",multivigenza non esplicita; meglio Normattiva per testo storico
173,historical_version,Mi serve art. 80 D.Lgs. 50/2016 per gara bandita nel 2021,historical_norm,True,False,False,False,True,5,strong,0,weak,normattiva,link Normattiva deterministico; supporto multivigenza !vig,,"puo verificare o recuperare fonte, ma meno deterministico",multivigenza non esplicita; meglio Normattiva per testo storico
174,historical_version,Mi serve art. 29 D.Lgs. 81/2008 versione 2009,historical_norm,True,False,False,False,True,5,strong,0,weak,normattiva,link Normattiva deterministico; supporto multivigenza !vig,,"puo verificare o recuperare fonte, ma meno deterministico",multivigenza non esplicita; meglio Normattiva per testo storico
175,historical_version,Mi serve D.Lgs. 196/2003 testo ante GDPR,historical_norm,True,False,False,False,True,5,strong,0,weak,normattiva,link Normattiva deterministico; supporto multivigenza !vig,,"puo verificare o recuperare fonte, ma meno deterministico",multivigenza non esplicita; meglio Normattiva per testo storico
176,historical_version,Mi serve art. 42 l.fall. testo ante 15 luglio 2022,historical_norm,True,False,False,False,True,5,strong,0,weak,normattiva,link Normattiva deterministico; supporto multivigenza !vig,,"puo verificare o recuperare fonte, ma meno deterministico",multivigenza non esplicita; meglio Normattiva per testo storico
177,historical_version,Mi serve art. 18 L. 300/1970 prima del Jobs Act,historical_norm,True,False,False,False,True,5,strong,0,weak,normattiva,link Normattiva deterministico; supporto multivigenza !vig,,"puo verificare o recuperare fonte, ma meno deterministico",multivigenza non esplicita; meglio Normattiva per testo storico
178,historical_version,Mi serve art. 80 D.Lgs. 50/2016 per gara bandita nel 2021,historical_norm,True,False,False,False,True,5,strong,0,weak,normattiva,link Normattiva deterministico; supporto multivigenza !vig,,"puo verificare o recuperare fonte, ma meno deterministico",multivigenza non esplicita; meglio Normattiva per testo storico
179,historical_version,Mi serve art. 29 D.Lgs. 81/2008 versione 2009,historical_norm,True,False,False,False,True,5,strong,0,weak,normattiva,link Normattiva deterministico; supporto multivigenza !vig,,"puo verificare o recuperare fonte, ma meno deterministico",multivigenza non esplicita; meglio Normattiva per testo storico
180,historical_version,Mi serve D.Lgs. 196/2003 testo ante GDPR,historical_norm,True,False,False,False,True,5,strong,0,weak,normattiva,link Normattiva deterministico; supporto multivigenza !vig,,"puo verificare o recuperare fonte, ma meno deterministico",multivigenza non esplicita; meglio Normattiva per testo storico
181,historical_version,Mi serve art. 42 l.fall. testo ante 15 luglio 2022,historical_norm,True,False,False,False,True,5,strong,0,weak,normattiva,link Normattiva deterministico; supporto multivigenza !vig,,"puo verificare o recuperare fonte, ma meno deterministico",multivigenza non esplicita; meglio Normattiva per testo storico
182,historical_version,Mi serve art. 18 L. 300/1970 prima del Jobs Act,historical_norm,True,False,False,False,True,5,strong,0,weak,normattiva,link Normattiva deterministico; supporto multivigenza !vig,,"puo verificare o recuperare fonte, ma meno deterministico",multivigenza non esplicita; meglio Normattiva per testo storico
183,historical_version,Mi serve art. 80 D.Lgs. 50/2016 per gara bandita nel 2021,historical_norm,True,False,False,False,True,5,strong,0,weak,normattiva,link Normattiva deterministico; supporto multivigenza !vig,,"puo verificare o recuperare fonte, ma meno deterministico",multivigenza non esplicita; meglio Normattiva per testo storico
184,historical_version,Mi serve art. 29 D.Lgs. 81/2008 versione 2009,historical_norm,True,False,False,False,True,5,strong,0,weak,normattiva,link Normattiva deterministico; supporto multivigenza !vig,,"puo verificare o recuperare fonte, ma meno deterministico",multivigenza non esplicita; meglio Normattiva per testo storico
185,historical_version,Mi serve D.Lgs. 196/2003 testo ante GDPR,historical_norm,True,False,False,False,True,5,strong,0,weak,normattiva,link Normattiva deterministico; supporto multivigenza !vig,,"puo verificare o recuperare fonte, ma meno deterministico",multivigenza non esplicita; meglio Normattiva per testo storico
186,historical_version,Mi serve art. 42 l.fall. testo ante 15 luglio 2022,historical_norm,True,False,False,False,True,5,strong,0,weak,normattiva,link Normattiva deterministico; supporto multivigenza !vig,,"puo verificare o recuperare fonte, ma meno deterministico",multivigenza non esplicita; meglio Normattiva per testo storico
187,historical_version,Mi serve art. 18 L. 300/1970 prima del Jobs Act,historical_norm,True,False,False,False,True,5,strong,0,weak,normattiva,link Normattiva deterministico; supporto multivigenza !vig,,"puo verificare o recuperare fonte, ma meno deterministico",multivigenza non esplicita; meglio Normattiva per testo storico
188,historical_version,Mi serve art. 80 D.Lgs. 50/2016 per gara bandita nel 2021,historical_norm,True,False,False,False,True,5,strong,0,weak,normattiva,link Normattiva deterministico; supporto multivigenza !vig,,"puo verificare o recuperare fonte, ma meno deterministico",multivigenza non esplicita; meglio Normattiva per testo storico
189,historical_version,Mi serve art. 29 D.Lgs. 81/2008 versione 2009,historical_norm,True,False,False,False,True,5,strong,0,weak,normattiva,link Normattiva deterministico; supporto multivigenza !vig,,"puo verificare o recuperare fonte, ma meno deterministico",multivigenza non esplicita; meglio Normattiva per testo storico
190,historical_version,Mi serve D.Lgs. 196/2003 testo ante GDPR,historical_norm,True,False,False,False,True,5,strong,0,weak,normattiva,link Normattiva deterministico; supporto multivigenza !vig,,"puo verificare o recuperare fonte, ma meno deterministico",multivigenza non esplicita; meglio Normattiva per testo storico
191,mixed_norm_juris,Trova norme e massime utili su notifica cartella pec indirizzo non registrato,mixed_research,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
192,mixed_norm_juris,Trova norme e massime utili su licenziamento giusta causa social network,mixed_research,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
193,mixed_norm_juris,Trova norme e massime utili su mobbing demansionamento prova presuntiva,mixed_research,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
194,mixed_norm_juris,Trova norme e massime utili su assegno divorzile autosufficienza economica,mixed_research,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
195,mixed_norm_juris,Trova norme e massime utili su usucapione compossesso tra coeredi,mixed_research,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
196,mixed_norm_juris,Trova norme e massime utili su condominio infiltrazioni lastrico ripartizione,mixed_research,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
197,mixed_norm_juris,Trova norme e massime utili su diffamazione online danno reputazionale prova,mixed_research,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
198,mixed_norm_juris,Trova norme e massime utili su opposizione decreto ingiuntivo provvisoria esecuzione,mixed_research,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
199,mixed_norm_juris,Trova norme e massime utili su notifica sentenza domicilio digitale domicilio eletto,mixed_research,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
200,mixed_norm_juris,Trova norme e massime utili su responsabilita ex art 2087 burnout,mixed_research,False,False,True,True,False,0,weak,5,strong,gestiolex,,non fa ricerca semantica; non copre giurisprudenza,ricerca normativa/semantica; massime giurisprudenziali,
